Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State
9359,CA-2016-168046,25-01-2016,28-01-2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York
9360,CA-2016-168046,25-01-2016,28-01-2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York
9361,CA-2016-168046,25-01-2016,28-01-2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York
8613,CA-2016-146437,28-01-2016,01-02-2016,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California
2885,CA-2016-164483,30-01-2016,03-02-2016,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California
7290,CA-2016-153661,30-01-2016,31-01-2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California
7291,CA-2016-153661,30-01-2016,31-01-2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California
7292,CA-2016-153661,30-01-2016,31-01-2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California
7565,US-2016-166660,30-01-2016,01-02-2016,Second Class,TB-21250,Tim Brockman,Consumer,United States,Seattle,Washington
7566,US-2016-166660,30-01-2016,01-02-2016,Second Class,TB-21250,Tim Brockman,Consumer,United States,Seattle,Washington
8176,CA-2016-114944,30-01-2016,04-02-2016,Standard Class,HE-14800,Harold Engle,Corporate,United States,Chicago,Illinois
8925,CA-2016-168032,30-01-2016,03-02-2016,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois
8926,CA-2016-168032,30-01-2016,03-02-2016,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois
8927,CA-2016-168032,30-01-2016,03-02-2016,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois
4999,CA-2016-129238,31-01-2016,04-02-2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California
5000,CA-2016-129238,31-01-2016,04-02-2016,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California
5114,CA-2016-147970,31-01-2016,02-02-2016,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas
7505,CA-2016-158043,31-01-2016,04-02-2016,Second Class,JK-15325,Jason Klamczynski,Corporate,United States,Atlantic City,New Jersey
8761,CA-2016-159891,31-01-2016,06-02-2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia
8762,CA-2016-159891,31-01-2016,06-02-2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia
3242,US-2016-140809,01-02-2016,03-02-2016,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia
8404,CA-2016-154067,01-02-2016,07-02-2016,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California
5614,CA-2016-147431,02-02-2016,07-02-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York
8489,CA-2016-158841,02-02-2016,04-02-2016,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia
8490,CA-2016-158841,02-02-2016,04-02-2016,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia
8491,CA-2016-158841,02-02-2016,04-02-2016,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia
8513,CA-2016-144645,02-02-2016,08-02-2016,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas
5754,CA-2016-118514,03-02-2016,10-02-2016,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky
6043,CA-2016-117912,04-02-2016,08-02-2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona
9068,CA-2016-150077,04-02-2016,10-02-2016,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Rockville,Maryland
9521,CA-2016-101189,04-02-2016,09-02-2016,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California
1383,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1384,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1385,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1386,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1387,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1388,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1389,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1390,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1391,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1392,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
1393,US-2016-108504,05-02-2016,05-02-2016,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia
8142,CA-2016-100993,05-02-2016,10-02-2016,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California
8143,CA-2016-100993,05-02-2016,10-02-2016,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California
8144,CA-2016-100993,05-02-2016,10-02-2016,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California
8145,CA-2016-100993,05-02-2016,10-02-2016,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California
5810,CA-2016-125017,06-02-2016,11-02-2016,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee
1729,CA-2016-106894,07-02-2016,07-02-2016,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia
1730,CA-2016-106894,07-02-2016,07-02-2016,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia
2696,CA-2016-161662,07-02-2016,09-02-2016,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio
9115,CA-2016-135461,07-02-2016,10-02-2016,Second Class,EB-13975,Erica Bern,Corporate,United States,Los Angeles,California
1828,CA-2016-109344,08-02-2016,11-02-2016,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina
8383,CA-2016-163048,08-02-2016,15-02-2016,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Houston,Texas
8842,US-2016-112396,09-02-2016,13-02-2016,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California
8843,US-2016-112396,09-02-2016,13-02-2016,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California
1809,CA-2016-164938,11-02-2016,13-02-2016,First Class,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma
7194,CA-2016-110492,12-02-2016,14-02-2016,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia
7195,CA-2016-110492,12-02-2016,14-02-2016,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia
721,CA-2016-112942,13-02-2016,18-02-2016,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California
7811,CA-2016-134334,14-02-2016,15-02-2016,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland
7812,CA-2016-134334,14-02-2016,15-02-2016,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland
7813,CA-2016-134334,14-02-2016,15-02-2016,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland
7814,CA-2016-134334,14-02-2016,15-02-2016,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland
8172,CA-2016-146150,14-02-2016,19-02-2016,Standard Class,FM-14380,Fred McMath,Consumer,United States,Jackson,Mississippi
1243,US-2016-162859,15-02-2016,22-02-2016,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York
1244,US-2016-162859,15-02-2016,22-02-2016,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York
1821,CA-2016-168956,16-02-2016,20-02-2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois
1822,CA-2016-168956,16-02-2016,20-02-2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois
1823,CA-2016-168956,16-02-2016,20-02-2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois
1824,CA-2016-168956,16-02-2016,20-02-2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois
8161,CA-2016-134138,16-02-2016,20-02-2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Belleville,New Jersey
9079,CA-2016-108105,16-02-2016,23-02-2016,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky
9080,CA-2016-108105,16-02-2016,23-02-2016,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky
9722,CA-2016-105781,16-02-2016,20-02-2016,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York
9723,CA-2016-105781,16-02-2016,20-02-2016,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York
854,CA-2016-123274,19-02-2016,24-02-2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York
855,CA-2016-123274,19-02-2016,24-02-2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York
4777,CA-2016-101630,19-02-2016,23-02-2016,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York
4778,CA-2016-101630,19-02-2016,23-02-2016,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York
7538,CA-2016-106460,19-02-2016,22-02-2016,Second Class,GT-14710,Greg Tran,Consumer,United States,San Francisco,California
3456,CA-2016-166485,20-02-2016,27-02-2016,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Nashville,Tennessee
2989,CA-2016-139010,21-02-2016,26-02-2016,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California
2990,CA-2016-139010,21-02-2016,26-02-2016,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California
2991,CA-2016-139010,21-02-2016,26-02-2016,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California
2992,CA-2016-139010,21-02-2016,26-02-2016,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California
5306,US-2016-168410,21-02-2016,26-02-2016,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York
5307,US-2016-168410,21-02-2016,26-02-2016,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York
5308,US-2016-168410,21-02-2016,26-02-2016,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York
8277,US-2016-139262,21-02-2016,25-02-2016,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida
8278,US-2016-139262,21-02-2016,25-02-2016,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida
8279,US-2016-139262,21-02-2016,25-02-2016,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida
9013,CA-2016-121447,21-02-2016,22-02-2016,First Class,EA-14035,Erin Ashbrook,Corporate,United States,New York City,New York
2345,CA-2016-119025,22-02-2016,28-02-2016,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin
5405,US-2016-143280,22-02-2016,26-02-2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California
5406,US-2016-143280,22-02-2016,26-02-2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California
5407,US-2016-143280,22-02-2016,26-02-2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California
6237,CA-2016-144400,23-02-2016,27-02-2016,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania
2742,CA-2016-165015,25-02-2016,27-02-2016,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio
1579,CA-2016-102456,27-02-2016,01-03-2016,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York
4555,CA-2016-101448,27-02-2016,01-03-2016,Second Class,EB-13930,Eric Barreto,Consumer,United States,La Crosse,Wisconsin
7848,CA-2016-128706,27-02-2016,02-03-2016,Standard Class,DW-13540,Don Weiss,Consumer,United States,Houston,Texas
9063,CA-2016-101623,28-02-2016,06-03-2016,Standard Class,RR-19525,Rick Reed,Corporate,United States,New York City,New York
3758,CA-2016-111283,29-02-2016,04-03-2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Newark,Ohio
1083,US-2016-143819,01-03-2016,05-03-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York
1084,US-2016-143819,01-03-2016,05-03-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York
1085,US-2016-143819,01-03-2016,05-03-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York
1086,US-2016-143819,01-03-2016,05-03-2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York
3953,US-2016-151862,01-03-2016,08-03-2016,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado
3091,CA-2016-112123,03-03-2016,08-03-2016,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware
3092,CA-2016-112123,03-03-2016,08-03-2016,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware
3093,CA-2016-112123,03-03-2016,08-03-2016,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware
3756,CA-2016-116799,03-03-2016,06-03-2016,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas
3757,CA-2016-116799,03-03-2016,06-03-2016,First Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas
3887,CA-2016-167759,03-03-2016,08-03-2016,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana
4003,CA-2016-145730,03-03-2016,08-03-2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas
4004,CA-2016-145730,03-03-2016,08-03-2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas
4005,CA-2016-145730,03-03-2016,08-03-2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas
4748,CA-2016-120005,03-03-2016,03-03-2016,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California
4749,CA-2016-120005,03-03-2016,03-03-2016,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California
5199,CA-2016-103982,03-03-2016,08-03-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas
5200,CA-2016-103982,03-03-2016,08-03-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas
5201,CA-2016-103982,03-03-2016,08-03-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas
5202,CA-2016-103982,03-03-2016,08-03-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas
2607,CA-2016-154053,04-03-2016,10-03-2016,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California
3265,CA-2016-122518,04-03-2016,08-03-2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida
4215,CA-2016-164637,04-03-2016,08-03-2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana
9750,CA-2016-158358,04-03-2016,08-03-2016,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,Dover,New Hampshire
919,CA-2016-165218,05-03-2016,11-03-2016,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas
920,CA-2016-165218,05-03-2016,11-03-2016,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas
8443,US-2016-155173,06-03-2016,10-03-2016,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania
8444,US-2016-155173,06-03-2016,10-03-2016,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania
8445,US-2016-155173,06-03-2016,10-03-2016,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Philadelphia,Pennsylvania
8982,CA-2016-110898,06-03-2016,12-03-2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois
8983,CA-2016-110898,06-03-2016,12-03-2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois
8984,CA-2016-110898,06-03-2016,12-03-2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois
8985,CA-2016-110898,06-03-2016,12-03-2016,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois
839,US-2016-137547,07-03-2016,12-03-2016,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas
1047,CA-2016-169103,08-03-2016,13-03-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida
1048,CA-2016-169103,08-03-2016,13-03-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida
1705,CA-2016-106306,08-03-2016,08-03-2016,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona
6417,CA-2016-111976,08-03-2016,12-03-2016,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania
6418,CA-2016-111976,08-03-2016,12-03-2016,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania
7234,CA-2016-137337,08-03-2016,12-03-2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York
7235,CA-2016-137337,08-03-2016,12-03-2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York
7236,CA-2016-137337,08-03-2016,12-03-2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York
8506,CA-2016-130400,08-03-2016,12-03-2016,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas
8507,CA-2016-130400,08-03-2016,12-03-2016,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas
8508,CA-2016-130400,08-03-2016,12-03-2016,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas
8812,US-2016-140172,08-03-2016,13-03-2016,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan
